state,county,NAME,Doctorate degree ,Professional school degree,Masters degree,Bachelors degree,population_size
22,087,"St. Bernard Parish, Louisiana",31,138,748,2585,30278
22,121,"West Baton Rouge Parish, Louisiana",84,243,918,2635,17647
22,081,"Red River Parish, Louisiana",17,0,298,489,5790
22,069,"Natchitoches Parish, Louisiana",228,176,1357,2620,22998
22,025,"Catahoula Parish, Louisiana",20,17,262,618,6661
22,041,"Franklin Parish, Louisiana",92,43,431,1055,13529
22,007,"Assumption Parish, Louisiana",41,63,549,832,15486
22,113,"Vermilion Parish, Louisiana",171,282,1272,3931,39895
22,029,"Concordia Parish, Louisiana",17,115,436,1302,13283
23,017,"Oxford County, Maine",208,424,2137,5456,42832
23,019,"Penobscot County, Maine",1665,1663,7730,18842,107888
23,001,"Androscoggin County, Maine",786,1136,3759,11335,74726
23,005,"Cumberland County, Maine",3957,7612,27390,61773,211601
23,031,"York County, Maine",1484,2758,12504,32107,150281
23,025,"Somerset County, Maine",156,350,1285,4368,37376
24,047,"Worcester County, Maryland",167,631,3333,7309,39386
24,041,"Talbot County, Maryland",847,1301,3312,5878,27939
25,001,"Barnstable County, Massachusetts",3565,4590,22640,41225,165855
25,003,"Berkshire County, Massachusetts",1760,2178,9864,17354,92628
25,023,"Plymouth County, Massachusetts",3819,8142,38036,85080,359125
25,021,"Norfolk County, Massachusetts",18022,22131,82681,140563,491428
25,019,"Nantucket County, Massachusetts",109,268,1388,2563,8192
26,005,"Allegan County, Michigan",548,719,4689,11862,78753
26,003,"Alger County, Michigan",50,50,305,813,6992
26,127,"Oceana County, Michigan",118,138,921,2353,18085
26,035,"Clare County, Michigan",103,121,832,1779,22457
26,073,"Isabella County, Michigan",1266,438,3476,6088,38770
26,157,"Tuscola County, Michigan",77,202,1405,3426,37942
26,007,"Alpena County, Michigan",65,271,1055,2416,21155
26,111,"Midland County, Michigan",1549,1167,5540,12272,58374
26,135,"Oscoda County, Michigan",11,11,220,409,6137
26,037,"Clinton County, Michigan",662,1272,4427,10929,53883
26,057,"Gratiot County, Michigan",140,177,1242,2780,28240
26,091,"Lenawee County, Michigan",349,619,4042,9361,68399
26,117,"Montcalm County, Michigan",92,380,1487,3923,44114
26,147,"St. Clair County, Michigan",399,1223,6035,13344,112812
26,161,"Washtenaw County, Michigan",13851,10866,43126,60380,229268
26,027,"Cass County, Michigan",245,351,1795,4657,36775
26,143,"Roscommon County, Michigan",86,202,944,1699,18913
26,023,"Branch County, Michigan",147,113,1059,3048,30314
26,075,"Jackson County, Michigan",588,1083,6201,16535,110176
26,099,"Macomb County, Michigan",3417,7033,42989,99029,613496
26,013,"Baraga County, Michigan",47,87,248,605,6242
26,045,"Eaton County, Michigan",629,1049,5949,13684,76765
13,293,"Upson County, Georgia",101,204,568,1521,17929
13,303,"Washington County, Georgia",28,128,521,1085,14272
13,311,"White County, Georgia",228,297,1477,2767,20966
13,225,"Peach County, Georgia",140,234,1324,1933,17670
13,223,"Paulding County, Georgia",713,1494,5879,15327,103393
13,229,"Pierce County, Georgia",49,175,540,864,12962
13,231,"Pike County, Georgia",113,220,617,1181,12478
13,245,"Richmond County, Georgia",1621,2479,6840,17328,132014
13,251,"Screven County, Georgia",84,90,415,908,9722
13,267,"Tattnall County, Georgia",30,308,736,1280,17880
13,019,"Berrien County, Georgia",94,122,317,977,13193
17,135,"Montgomery County, Illinois",115,153,1066,2164,20953
17,195,"Whiteside County, Illinois",92,422,1856,4792,39288
17,001,"Adams County, Illinois",280,504,3392,7334,46125
17,027,"Clinton County, Illinois",98,232,1565,4063,26720
17,037,"DeKalb County, Illinois",987,704,5758,12407,61396
17,047,"Edwards County, Illinois",17,22,127,462,4516
17,079,"Jasper County, Illinois",37,39,246,791,6717
17,081,"Jefferson County, Illinois",177,318,1346,2909,26472
17,183,"Vermilion County, Illinois",137,377,2073,5204,52825
17,197,"Will County, Illinois",4895,6187,43216,100578,451665
17,199,"Williamson County, Illinois",484,752,3373,6966,47585
17,023,"Clark County, Illinois",68,52,691,1361,10941
17,041,"Douglas County, Illinois",57,97,507,1812,13113
17,049,"Effingham County, Illinois",134,322,1186,3670,23379
17,057,"Fulton County, Illinois",97,178,1184,3008,25443
17,061,"Greene County, Illinois",6,22,276,891,9336
17,065,"Hamilton County, Illinois",33,25,384,545,5790
17,069,"Hardin County, Illinois",4,21,39,258,2991
17,073,"Henry County, Illinois",135,381,2002,5536,34574
17,087,"Johnson County, Illinois",26,44,348,1054,9208
17,095,"Knox County, Illinois",170,362,1748,4381,35172
17,105,"Livingston County, Illinois",121,224,876,2531,25434
17,171,"Scott County, Illinois",13,40,129,380,3552
17,179,"Tazewell County, Illinois",675,1044,5823,16993,93288
17,187,"Warren County, Illinois",125,99,581,1751,11207
18,061,"Harrison County, Indiana",66,296,1566,3302,27997
18,091,"LaPorte County, Indiana",423,945,3249,9297,77222
18,169,"Wabash County, Indiana",138,109,1381,2295,21643
18,073,"Jasper County, Indiana",101,116,709,2287,22532
18,101,"Martin County, Indiana",11,33,285,649,7120
18,127,"Porter County, Indiana",1423,2231,8542,20684,115646
18,137,"Ripley County, Indiana",73,204,1008,2188,19244
18,147,"Spencer County, Indiana",95,109,620,1364,14394
18,159,"Tipton County, Indiana",30,54,845,1742,10828
18,167,"Vigo County, Indiana",1082,876,5058,10392,69229
18,173,"Warrick County, Indiana",412,1025,3347,8208,42882
18,033,"DeKalb County, Indiana",81,187,1240,3713,28949
18,087,"LaGrange County, Indiana",36,51,506,1777,22631
18,139,"Rush County, Indiana",18,56,446,1082,11516
18,011,"Boone County, Indiana",1305,1841,5565,12625,43307
26,053,"Gogebic County, Michigan",37,135,586,1484,11535
27,093,"Meeker County, Minnesota",62,165,629,2212,15767
27,131,"Rice County, Minnesota",678,736,2876,7550,41853
27,125,"Red Lake County, Minnesota",4,6,81,363,2802
27,027,"Clay County, Minnesota",492,400,2822,9465,38567
27,045,"Fillmore County, Minnesota",66,164,711,2262,14435
27,119,"Polk County, Minnesota",191,273,1108,3791,21195
27,143,"Sibley County, Minnesota",40,67,286,1300,10314
27,165,"Watonwan County, Minnesota",22,41,213,872,7422
27,011,"Big Stone County, Minnesota",19,17,129,397,3646
27,021,"Cass County, Minnesota",145,289,1109,3404,21333
27,057,"Hubbard County, Minnesota",164,232,1041,2752,15310
27,091,"Martin County, Minnesota",56,152,566,2104,14055
27,105,"Nobles County, Minnesota",55,117,412,1557,13986
27,141,"Sherburne County, Minnesota",487,667,3471,11757,61632
27,019,"Carver County, Minnesota",951,1461,7765,22273,66298
27,085,"McLeod County, Minnesota",120,198,922,3114,24734
27,123,"Ramsey County, Minnesota",9939,10924,40186,92403,363138
27,169,"Winona County, Minnesota",413,392,2461,6174,31392
27,039,"Dodge County, Minnesota",44,147,783,2529,13606
27,035,"Crow Wing County, Minnesota",357,842,2826,7305,45892
27,171,"Wright County, Minnesota",650,1181,5881,17968,86800
27,081,"Lincoln County, Minnesota",11,36,146,575,3989
27,095,"Mille Lacs County, Minnesota",54,108,632,1821,17808
27,017,"Carlton County, Minnesota",87,255,1171,4008,24961
27,065,"Kanabec County, Minnesota",25,130,460,1067,11455
01,115,"St. Clair County, Alabama",292,410,2666,6512,61424
01,043,"Cullman County, Alabama",168,464,2251,5121,57726
01,069,"Houston County, Alabama",485,1120,4385,9682,72199
01,125,"Tuscaloosa County, Alabama",2963,2038,10933,23726,129056
01,031,"Coffee County, Alabama",198,252,2200,5394,35293
01,021,"Chilton County, Alabama",90,237,1056,2440,30046
01,037,"Coosa County, Alabama",13,48,289,709,8259
01,055,"Etowah County, Alabama",504,968,3444,7899,72032
01,075,"Lamar County, Alabama",23,54,279,818,9837
01,013,"Butler County, Alabama",40,121,726,1343,13819
01,127,"Walker County, Alabama",146,375,1266,3293,44782
01,063,"Greene County, Alabama",37,25,171,353,5793
01,011,"Bullock County, Alabama",48,69,212,527,7101
01,017,"Chambers County, Alabama",60,209,634,2260,23789
02,100,"Haines Borough, Alaska",6,84,232,303,1850
02,110,"Juneau City and Borough, Alaska",390,669,2067,5540,22561
02,290,"Yukon-Koyukuk Census Area, Alaska",4,4,179,281,3442
02,068,"Denali Borough, Alaska",7,11,223,427,1627
02,105,"Hoonah-Angoon Census Area, Alaska",2,5,92,266,1711
02,275,"Wrangell City and Borough, Alaska",8,9,107,250,1925
04,019,"Pima County, Arizona",13810,15531,64709,128683,687804
04,007,"Gila County, Arizona",209,394,2037,4728,39330
04,003,"Cochise County, Arizona",553,937,6313,12450,87639
04,001,"Apache County, Arizona",234,220,1623,3452,44949
04,027,"Yuma County, Arizona",469,975,5455,13013,132516
04,017,"Navajo County, Arizona",445,597,3540,6176,70525
05,021,"Clay County, Arkansas",8,57,503,755,10525
05,043,"Drew County, Arkansas",112,53,691,1800,11661
05,121,"Randolph County, Arkansas",21,56,526,1091,12232
05,009,"Boone County, Arkansas",165,137,1089,2802,25983
05,079,"Lincoln County, Arkansas",35,26,255,688,10314
05,035,"Crittenden County, Arkansas",200,275,1231,3694,30967
05,045,"Faulkner County, Arkansas",1261,973,6394,14555,75869
13,295,"Walker County, Georgia",369,485,2006,5210,48546
13,135,"Gwinnett County, Georgia",8781,11712,55246,139600,583049
13,013,"Barrow County, Georgia",282,491,2466,6618,51919
13,049,"Charlton County, Georgia",152,80,219,355,9145
13,065,"Clinch County, Georgia",0,20,162,261,4431
13,015,"Bartow County, Georgia",304,1084,2613,9090,70245
13,097,"Douglas County, Georgia",740,1615,7370,16368,92600
13,131,"Grady County, Georgia",82,131,757,1389,16933
13,141,"Hancock County, Georgia",39,21,103,404,6590
13,313,"Whitfield County, Georgia",332,728,2508,6988,67156
13,193,"Macon County, Georgia",67,27,233,508,9527
13,285,"Troup County, Georgia",383,617,2178,5513,45720
13,145,"Harris County, Georgia",426,581,2357,4139,23912
13,249,"Schley County, Georgia",6,25,155,266,3392
13,321,"Worth County, Georgia",85,93,366,1018,14223
13,093,"Dooly County, Georgia",48,56,314,782,9919
13,109,"Evans County, Georgia",21,121,345,649,7207
13,307,"Webster County, Georgia",6,5,102,162,1876
13,103,"Effingham County, Georgia",85,571,2054,5186,39433
13,125,"Glascock County, Georgia",0,0,22,215,2041
13,239,"Quitman County, Georgia",0,13,29,82,1755
13,051,"Chatham County, Georgia",3093,4742,17201,40221,194332
13,167,"Johnson County, Georgia",17,32,203,385,6969
13,173,"Lanier County, Georgia",41,57,296,734,6850
13,195,"Madison County, Georgia",82,290,1149,2213,20147
13,205,"Mitchell County, Georgia",33,36,360,1051,15239
13,277,"Tift County, Georgia",366,356,1461,2488,25790
13,233,"Polk County, Georgia",240,404,1162,1967,27499
13,263,"Talbot County, Georgia",19,18,226,307,4701
13,273,"Terrell County, Georgia",23,34,274,342,5995
13,275,"Thomas County, Georgia",460,432,2409,4213,30392
13,319,"Wilkinson County, Georgia",13,11,213,441,6247
13,221,"Oglethorpe County, Georgia",174,118,503,995,10488
13,243,"Randolph County, Georgia",57,3,87,335,4686
13,299,"Ware County, Georgia",206,256,796,2452,24478
13,305,"Wayne County, Georgia",84,233,655,1623,20026
13,315,"Wilcox County, Georgia",41,95,227,412,6366
13,009,"Baldwin County, Georgia",385,423,1950,3798,28170
13,031,"Bulloch County, Georgia",1125,752,3588,6007,42557
13,061,"Clay County, Georgia",9,13,57,196,2197
13,101,"Echols County, Georgia",19,8,78,166,2790
13,089,"DeKalb County, Georgia",13238,17955,64846,129021,509691
13,143,"Haralson County, Georgia",175,304,843,1616,19915
13,163,"Jefferson County, Georgia",5,22,215,810,10645
13,181,"Lincoln County, Georgia",42,64,174,634,5764
13,213,"Murray County, Georgia",65,147,637,1816,26473
13,235,"Pulaski County, Georgia",18,70,423,587,8349
13,241,"Rabun County, Georgia",234,330,821,1684,12695
13,281,"Towns County, Georgia",205,204,623,1519,8484
13,283,"Treutlen County, Georgia",31,45,162,345,4708
13,155,"Irwin County, Georgia",12,131,258,542,6238
13,001,"Appling County, Georgia",62,75,385,686,12288
39,149,"Shelby County, Ohio",124,266,1872,3791,32352
39,171,"Williams County, Ohio",142,199,1208,2358,25621
39,029,"Columbiana County, Ohio",288,481,2874,7397,74275
39,051,"Fulton County, Ohio",93,219,1238,3513,28698
39,053,"Gallia County, Ohio",105,92,1034,2055,20675
39,099,"Mahoning County, Ohio",1140,2266,9793,26415,163737
39,145,"Scioto County, Ohio",296,487,2874,4641,52837
39,117,"Morrow County, Ohio",10,91,941,2305,24187
05,089,"Marion County, Arkansas",97,75,631,1348,12600
05,129,"Searcy County, Arkansas",13,21,139,516,5793
05,007,"Benton County, Arkansas",1242,3440,15106,38212,173907
05,059,"Hot Spring County, Arkansas",60,134,907,2126,24293
05,087,"Madison County, Arkansas",122,113,438,917,11179
08,033,"Dolores County, Colorado",0,25,123,189,1398
08,057,"Jackson County, Colorado",3,11,13,168,974
08,083,"Montezuma County, Colorado",200,311,1499,3500,18612
08,013,"Boulder County, Colorado",11038,8765,40006,72262,212755
08,125,"Yuma County, Colorado",45,44,355,1002,6646
08,107,"Routt County, Colorado",245,852,2333,5811,18540
08,019,"Clear Creek County, Colorado",140,164,1099,2143,7376
08,101,"Pueblo County, Colorado",729,1094,6593,16263,113465
08,093,"Park County, Colorado",229,156,810,3021,14149
08,077,"Mesa County, Colorado",1208,1804,7189,19191,104174
08,041,"El Paso County, Colorado",6368,8013,53249,106514,452115
08,005,"Arapahoe County, Colorado",6385,11022,50900,118898,437887
10,003,"New Castle County, Delaware",8391,8473,41605,80158,383326
10,001,"Kent County, Delaware",1290,1506,7841,17393,118054
09,005,"Litchfield County, Connecticut",1627,2907,15493,27631,134619
12,099,"Palm Beach County, Florida",16317,36078,98376,242569,1071994
12,086,"Miami-Dade County, Florida",21574,54812,132902,360837,1914094
12,037,"Franklin County, Florida",81,96,475,1060,9123
12,047,"Hamilton County, Florida",19,27,128,649,10388
12,119,"Sumter County, Florida",1298,1852,11859,20675,112211
12,059,"Holmes County, Florida",0,97,340,1072,14080
12,071,"Lee County, Florida",6643,12444,40004,97615,554846
12,021,"Collier County, Florida",4518,9766,27810,60615,282120
12,101,"Pasco County, Florida",3325,4454,23333,60448,380729
12,055,"Highlands County, Florida",445,934,3554,8658,79028
12,027,"DeSoto County, Florida",52,99,745,2153,26434
12,023,"Columbia County, Florida",316,485,1452,4945,48455
12,107,"Putnam County, Florida",268,369,1703,4092,52277
12,125,"Union County, Florida",50,65,218,699,11218
12,075,"Levy County, Florida",102,217,1000,2290,29615
12,127,"Volusia County, Florida",3638,5232,23291,61963,397329
12,079,"Madison County, Florida",23,62,584,1237,13595
12,033,"Escambia County, Florida",2210,3169,14683,35938,211050
12,091,"Okaloosa County, Florida",1344,2163,12606,27467,140078
13,187,"Lumpkin County, Georgia",255,381,1586,3168,20417
13,201,"Miller County, Georgia",26,16,141,392,4109
13,219,"Oconee County, Georgia",1470,1436,3838,6319,24955
13,151,"Henry County, Georgia",1453,2073,11569,26335,145565
13,183,"Long County, Georgia",71,73,748,1151,11714
13,257,"Stephens County, Georgia",55,468,1090,2051,17427
13,161,"Jeff Davis County, Georgia",6,98,281,617,9735
13,037,"Calhoun County, Georgia",18,32,117,262,4710
13,021,"Bibb County, Georgia",1406,2527,6625,14815,99931
13,197,"Marion County, Georgia",7,45,211,549,6052
13,023,"Bleckley County, Georgia",168,113,450,740,7851
13,119,"Franklin County, Georgia",89,224,627,1529,15505
13,171,"Lamar County, Georgia",203,178,428,1113,12144
13,107,"Emanuel County, Georgia",106,279,605,948,14881
13,159,"Jasper County, Georgia",58,91,338,883,9644
13,179,"Liberty County, Georgia",209,341,1507,4431,35502
13,253,"Seminole County, Georgia",64,33,285,589,5996
13,289,"Twiggs County, Georgia",20,71,252,383,6175
13,269,"Taylor County, Georgia",20,39,168,488,5659
13,279,"Toombs County, Georgia",92,201,1065,1477,17547
39,135,"Preble County, Ohio",79,169,1560,2881,28802
39,003,"Allen County, Ohio",520,917,3695,7959,69145
39,033,"Crawford County, Ohio",137,96,1293,2709,29452
39,059,"Guernsey County, Ohio",107,263,1174,2448,27344
39,107,"Mercer County, Ohio",82,103,1691,3067,27005
39,023,"Clark County, Ohio",580,972,5176,10507,92132
39,093,"Lorain County, Ohio",1624,2876,15271,33106,212513
39,113,"Montgomery County, Ohio",4231,5393,31058,60957,364553
39,165,"Warren County, Ohio",2321,3008,19414,41568,154239
39,007,"Ashtabula County, Ohio",259,454,2518,6564,68608
40,071,"Kay County, Oklahoma",216,218,1082,4063,29501
40,035,"Craig County, Oklahoma",42,85,319,1036,10095
40,017,"Canadian County, Oklahoma",709,971,5819,17972,92966
40,077,"Latimer County, Oklahoma",38,30,306,834,7039
40,139,"Texas County, Oklahoma",97,28,463,2212,12642
40,127,"Pushmataha County, Oklahoma",13,33,393,684,7869
40,069,"Johnston County, Oklahoma",13,52,497,936,7451
40,007,"Beaver County, Oklahoma",18,11,75,604,3554
40,063,"Hughes County, Oklahoma",53,66,315,764,9290
40,031,"Comanche County, Oklahoma",773,988,5311,10088,77329
40,001,"Adair County, Oklahoma",48,40,356,1221,14317
40,137,"Stephens County, Oklahoma",202,186,974,3741,30222
40,019,"Carter County, Oklahoma",283,452,1867,4011,32240
40,055,"Greer County, Oklahoma",6,13,79,419,4207
40,091,"McIntosh County, Oklahoma",66,65,436,1437,14434
40,099,"Murray County, Oklahoma",106,67,294,1221,9692
40,115,"Ottawa County, Oklahoma",104,203,790,1880,20499
40,145,"Wagoner County, Oklahoma",351,471,2765,8844,53588
40,015,"Caddo County, Oklahoma",31,46,704,2230,19590
40,101,"Muskogee County, Oklahoma",297,441,2015,6556,45635
40,013,"Bryan County, Oklahoma",288,284,1870,4349,31065
41,029,"Jackson County, Oregon",1809,3515,11324,26514,155029
41,023,"Grant County, Oregon",34,78,289,647,5532
41,005,"Clackamas County, Oregon",4497,7258,26947,69912,290221
41,057,"Tillamook County, Oregon",130,345,1278,2553,19739
41,033,"Josephine County, Oregon",310,836,2968,7021,63802
41,059,"Umatilla County, Oregon",231,487,2489,5478,50544
41,009,"Columbia County, Oregon",174,296,1802,4516,36756
41,065,"Wasco County, Oregon",124,197,996,2265,18299
13,209,"Montgomery County, Georgia",39,62,259,606,6035
13,247,"Rockdale County, Georgia",591,773,4020,10158,59040
13,309,"Wheeler County, Georgia",0,41,20,674,5424
13,011,"Banks County, Georgia",141,148,345,1102,12958
13,059,"Clarke County, Georgia",3970,2118,9457,15656,70914
13,127,"Glynn County, Georgia",658,1311,4998,10685,59132
13,157,"Jackson County, Georgia",426,704,2480,6798,45857
13,169,"Jones County, Georgia",103,337,1117,2289,19643
13,215,"Muscogee County, Georgia",1592,2463,9189,19507,127141
13,259,"Stewart County, Georgia",18,17,164,396,4890
13,287,"Turner County, Georgia",18,108,161,363,5563
13,003,"Atkinson County, Georgia",24,95,255,262,5200
13,007,"Baker County, Georgia",9,0,115,166,2249
13,043,"Candler County, Georgia",51,79,126,680,7197
13,045,"Carroll County, Georgia",796,1041,3695,10093,74131
13,081,"Crisp County, Georgia",57,212,511,1356,15141
13,067,"Cobb County, Georgia",7948,14661,64390,151687,503789
13,083,"Dade County, Georgia",36,15,443,1191,11111
13,027,"Brooks County, Georgia",57,84,430,1394,11065
13,105,"Elbert County, Georgia",32,144,455,926,13373
13,165,"Jenkins County, Georgia",0,80,104,277,5847
13,217,"Newton County, Georgia",628,779,3707,8581,69268
13,071,"Colquitt County, Georgia",140,400,1240,1984,29488
13,063,"Clayton County, Georgia",1225,1948,8548,22603,175814
13,139,"Hall County, Georgia",1315,2763,7990,19688,129688
15,009,"Maui County, Hawaii",1117,2246,7390,21366,118117
16,071,"Oneida County, Idaho",15,3,30,420,2736
16,045,"Gem County, Idaho",80,70,451,1491,11962
16,003,"Adams County, Idaho",5,40,236,398,3209
16,053,"Jerome County, Idaho",135,199,483,1505,14411
16,061,"Lewis County, Idaho",12,12,108,354,2716
16,073,"Owyhee County, Idaho",29,9,185,682,7541
16,021,"Boundary County, Idaho",26,124,378,1088,8156
16,029,"Caribou County, Idaho",57,23,101,656,4404
16,005,"Bannock County, Idaho",916,660,3171,10357,54266
16,019,"Bonneville County, Idaho",1303,1019,4449,14915,69273
16,027,"Canyon County, Idaho",908,890,5279,17897,133890
16,057,"Latah County, Idaho",1155,601,2655,5723,22317
17,167,"Sangamon County, Illinois",1432,3650,12602,29423,136572
17,157,"Randolph County, Illinois",170,221,757,1976,23455
17,141,"Ogle County, Illinois",216,227,2109,5072,35569
17,137,"Morgan County, Illinois",142,219,1078,3150,23794
17,193,"White County, Illinois",76,37,396,1032,9933
17,071,"Henderson County, Illinois",64,5,162,698,5076
17,113,"McLean County, Illinois",2125,2070,12080,30723,104831
17,145,"Perry County, Illinois",46,24,467,1394,15409
17,161,"Rock Island County, Illinois",682,1144,6542,14974,99131
17,185,"Wabash County, Illinois",26,44,437,979,8174
17,035,"Cumberland County, Illinois",34,32,278,831,7615
17,085,"Jo Daviess County, Illinois",91,233,1246,2462,16131
17,101,"Lawrence County, Illinois",71,63,489,1141,11856
17,123,"Marshall County, Illinois",29,81,232,1246,8404
17,021,"Christian County, Illinois",119,211,960,2756,23675
17,077,"Jackson County, Illinois",1613,769,4165,5408,35042
17,143,"Peoria County, Illinois",1385,2653,10712,22844,122900
17,147,"Piatt County, Illinois",99,113,878,2220,11584
17,175,"Stark County, Illinois",7,18,231,405,3879
17,005,"Bond County, Illinois",109,44,888,1642,11741
17,015,"Carroll County, Illinois",48,113,565,1356,10663
17,083,"Jersey County, Illinois",102,92,910,1991,15259
24,027,"Howard County, Maryland",10416,10521,46862,66899,215300
24,033,"Prince George's County, Maryland",9844,10115,68683,115214,616274
24,003,"Anne Arundel County, Maryland",7164,9937,52737,94465,393584
24,005,"Baltimore County, Maryland",11179,18291,66842,130113,575300
24,021,"Frederick County, Maryland",4081,3497,23488,39685,170910
24,009,"Calvert County, Maryland",708,1203,7124,11234,62546
24,023,"Garrett County, Maryland",160,281,1577,2479,21472
24,029,"Kent County, Maryland",321,384,1467,2723,13933
24,031,"Montgomery County, Maryland",44583,45964,137992,194014,717900
02,050,"Bethel Census Area, Alaska",26,116,291,731,9801
02,185,"North Slope Borough, Alaska",22,12,305,736,6505
02,220,"Sitka City and Borough, Alaska",97,160,554,1240,6146
02,090,"Fairbanks North Star Borough, Alaska",1487,1371,4803,11741,61846
02,130,"Ketchikan Gateway Borough, Alaska",59,133,581,1664,9642
02,170,"Matanuska-Susitna Borough, Alaska",445,827,3760,9693,68186
02,180,"Nome Census Area, Alaska",28,75,354,434,5520
02,070,"Dillingham Census Area, Alaska",84,108,187,260,2895
02,282,"Yakutat City and Borough, Alaska",1,1,12,86,442
02,164,"Lake and Peninsula Borough, Alaska",0,34,39,75,918
02,240,"Southeast Fairbanks Census Area, Alaska",29,55,377,429,4518
02,020,"Anchorage Municipality, Alaska",2554,5893,18242,42593,191870
02,013,"Aleutians East Borough, Alaska",13,0,80,208,2616
02,261,"Valdez-Cordova Census Area, Alaska",28,58,840,1072,6480
02,122,"Kenai Peninsula Borough, Alaska",250,563,3056,6126,40651
02,230,"Skagway Municipality, Alaska",7,0,35,215,867
02,198,"Prince of Wales-Hyder Census Area, Alaska",11,21,220,562,4457
02,195,"Petersburg Borough, Alaska",2,9,114,498,2195
02,158,"Kusilvak Census Area, Alaska",3,0,43,111,4010
04,013,"Maricopa County, Arizona",36851,57597,248997,597872,2878815
04,009,"Graham County, Arizona",61,181,1004,2346,23706
04,023,"Santa Cruz County, Arizona",121,541,1468,3857,29302
04,012,"La Paz County, Arizona",24,63,628,1213,16053
04,015,"Mohave County, Arizona",602,1889,4936,13078,158391
04,005,"Coconino County, Arizona",1950,1969,9001,17122,83080
04,025,"Yavapai County, Arizona",2581,3226,13220,26314,175215
04,011,"Greenlee County, Arizona",9,21,154,607,5854
04,021,"Pinal County, Arizona",2317,2230,15382,38541,299353
05,099,"Nevada County, Arkansas",25,48,175,605,5845
05,037,"Cross County, Arkansas",45,66,564,986,11513
05,039,"Dallas County, Arkansas",16,8,94,492,5145
05,027,"Columbia County, Arkansas",157,150,679,1893,14661
05,125,"Saline County, Arkansas",774,1173,5881,14245,82700
05,141,"Van Buren County, Arkansas",75,114,495,1093,12235
05,065,"Izard County, Arkansas",54,22,371,885,10195
05,063,"Independence County, Arkansas",180,245,1063,2918,25122
05,083,"Logan County, Arkansas",22,86,591,1344,15309
05,053,"Grant County, Arkansas",68,65,673,1574,12720
05,047,"Franklin County, Arkansas",0,22,241,1196,12017
05,109,"Pike County, Arkansas",50,29,408,814,7525
05,069,"Jefferson County, Arkansas",303,356,2281,5499,46904
05,097,"Montgomery County, Arkansas",16,45,302,539,6687
05,127,"Scott County, Arkansas",8,65,205,374,6999
05,131,"Sebastian County, Arkansas",789,1083,3744,12506,85006
05,033,"Crawford County, Arkansas",173,391,1533,4650,42256
05,017,"Chicot County, Arkansas",64,42,259,817,7441
05,071,"Johnson County, Arkansas",156,86,805,1632,17421
05,077,"Lee County, Arkansas",10,20,122,574,6754
19,125,"Marion County, Iowa",319,266,1552,4192,21980
19,183,"Washington County, Iowa",137,191,642,2273,14862
19,197,"Wright County, Iowa",56,57,244,1169,8851
19,029,"Cass County, Iowa",26,122,361,1363,9331
19,035,"Cherokee County, Iowa",99,159,324,1237,8182
19,047,"Crawford County, Iowa",16,127,262,1179,11112
19,057,"Des Moines County, Iowa",145,229,1341,3808,27429
19,065,"Fayette County, Iowa",84,115,592,1727,13770
19,085,"Harrison County, Iowa",48,77,396,1402,9882
19,109,"Kossuth County, Iowa",6,102,291,1443,10525
19,129,"Mills County, Iowa",73,75,584,1759,10327
19,133,"Monona County, Iowa",31,42,211,686,6351
19,139,"Muscatine County, Iowa",157,296,1521,4189,28635
19,143,"Osceola County, Iowa",26,37,134,563,4250
19,153,"Polk County, Iowa",3481,7429,24760,81079,318032
19,187,"Webster County, Iowa",262,208,857,3585,24654
19,169,"Story County, Iowa",3561,790,6740,15136,50812
19,193,"Woodbury County, Iowa",360,973,3420,10464,65818
19,013,"Black Hawk County, Iowa",1041,1309,5834,16176,83718
19,075,"Grundy County, Iowa",10,70,438,1889,8628
19,105,"Jones County, Iowa",77,72,655,2062,14675
19,131,"Mitchell County, Iowa",66,28,304,985,7264
19,137,"Montgomery County, Iowa",47,21,246,976,6986
19,161,"Sac County, Iowa",26,50,325,989,6941
19,149,"Plymouth County, Iowa",64,224,636,2975,16820
19,019,"Buchanan County, Iowa",75,125,663,2155,14005
19,045,"Clinton County, Iowa",143,381,1288,4037,32650
19,053,"Decatur County, Iowa",64,57,394,697,4840
19,101,"Jefferson County, Iowa",168,289,1434,2403,13636
19,005,"Allamakee County, Iowa",45,70,344,1259,9672
19,113,"Linn County, Iowa",1393,2244,11063,35190,150555
19,049,"Dallas County, Iowa",879,1514,6384,19892,56905
19,141,"O'Brien County, Iowa",10,119,317,1352,9578
20,187,"Stanton County, Kansas",4,0,29,209,1275
20,119,"Meade County, Kansas",7,9,172,371,2754
20,125,"Montgomery County, Kansas",64,249,926,3043,21944
20,151,"Pratt County, Kansas",37,102,413,1298,6102
20,153,"Rawlins County, Kansas",12,16,91,325,1846
20,003,"Anderson County, Kansas",28,100,270,546,5225
20,053,"Ellsworth County, Kansas",36,36,207,603,4521
20,061,"Geary County, Kansas",102,159,1158,2828,18276
20,057,"Ford County, Kansas",101,251,959,2293,20338
20,167,"Russell County, Kansas",33,55,355,722,5041
20,117,"Marshall County, Kansas",37,60,334,849,6779
20,001,"Allen County, Kansas",18,37,588,1097,8560
20,023,"Cheyenne County, Kansas",2,16,84,450,1910
20,035,"Cowley County, Kansas",145,208,1375,3356,23347
20,049,"Elk County, Kansas",4,8,138,144,1884
20,059,"Franklin County, Kansas",56,146,1016,2274,17113
20,083,"Hodgeman County, Kansas",13,14,101,275,1310
