state,county,NAME,Doctorate degree ,Professional school degree,Masters degree,Bachelors degree,population_size
46,125,"Turner County, South Dakota",39,52,293,992,5795
46,013,"Brown County, South Dakota",241,433,1471,5418,25708
46,061,"Hanson County, South Dakota",2,17,53,311,2074
46,087,"McCook County, South Dakota",24,16,236,603,3641
46,095,"Mellette County, South Dakota",0,4,20,129,1274
46,101,"Moody County, South Dakota",19,68,125,727,4403
46,103,"Pennington County, South Dakota",837,1390,5901,15658,75584
46,127,"Union County, South Dakota",209,370,676,1984,10580
46,097,"Miner County, South Dakota",8,18,25,227,1506
53,003,"Asotin County, Washington",112,266,809,2277,16214
53,001,"Adams County, Washington",85,49,475,923,10713
53,023,"Garfield County, Washington",17,9,101,269,1617
53,045,"Mason County, Washington",212,554,2117,5369,46799
53,057,"Skagit County, Washington",778,1398,6028,14943,88196
53,065,"Stevens County, Washington",149,371,1723,3740,31996
53,063,"Spokane County, Washington",4401,7012,27699,67053,345045
53,043,"Lincoln County, Washington",36,166,443,1273,7646
53,007,"Chelan County, Washington",433,1057,3763,8117,51907
53,031,"Jefferson County, Washington",587,860,3721,6327,25933
53,035,"Kitsap County, Washington",1904,3632,15717,40043,184816
53,033,"King County, Washington",41610,55290,233754,491961,1567088
53,049,"Pacific County, Washington",109,96,915,2068,16850
53,051,"Pend Oreille County, Washington",67,74,543,1394,10000
53,055,"San Juan County, Washington",453,553,1789,4034,13710
53,059,"Skamania County, Washington",105,50,724,1274,8805
53,075,"Whitman County, Washington",1718,767,3451,6194,24362
53,077,"Yakima County, Washington",1027,1807,7058,15348,151437
53,009,"Clallam County, Washington",623,1222,4684,9281,57648
53,015,"Cowlitz County, Washington",529,643,3544,7906,74257
53,019,"Ferry County, Washington",50,47,242,743,5767
53,041,"Lewis County, Washington",222,448,3037,6132,55519
53,017,"Douglas County, Washington",229,337,1390,3708,27593
53,029,"Island County, Washington",869,1322,6029,12094,60537
53,053,"Pierce County, Washington",5460,9125,40093,105347,589306
53,021,"Franklin County, Washington",528,283,2525,6035,53075
53,071,"Walla Walla County, Washington",576,782,3289,7196,39728
53,073,"Whatcom County, Washington",2662,2913,12314,32227,146274
54,023,"Grant County, West Virginia",18,26,364,777,8569
54,027,"Hampshire County, West Virginia",22,46,784,1264,17132
54,009,"Brooke County, West Virginia",107,78,968,1937,16276
54,017,"Doddridge County, West Virginia",17,25,216,829,6360
54,031,"Hardy County, West Virginia",0,83,568,813,10104
54,049,"Marion County, West Virginia",276,490,2311,5659,38684
54,059,"Mingo County, West Virginia",47,69,640,951,17248
54,029,"Hancock County, West Virginia",91,380,934,2375,21762
54,051,"Marshall County, West Virginia",52,266,1388,2441,22996
54,067,"Nicholas County, West Virginia",56,120,1046,1640,18297
54,093,"Tucker County, West Virginia",32,34,358,619,5378
54,095,"Tyler County, West Virginia",14,36,256,605,6448
54,087,"Roane County, West Virginia",49,47,422,804,10118
54,091,"Taylor County, West Virginia",73,95,454,1521,12384
54,107,"Wood County, West Virginia",444,764,3801,8237,60572
54,021,"Gilmer County, West Virginia",56,42,278,569,5565
54,053,"Mason County, West Virginia",19,80,740,1941,19272
54,063,"Monroe County, West Virginia",79,68,408,974,9972
54,073,"Pleasants County, West Virginia",10,27,199,391,5421
54,011,"Cabell County, West Virginia",1125,1109,4662,9510,62993
54,037,"Jefferson County, West Virginia",448,745,3819,7431,39121
54,045,"Logan County, West Virginia",52,232,795,1325,24066
54,071,"Pendleton County, West Virginia",39,29,214,463,5277
54,033,"Harrison County, West Virginia",411,469,3436,6922,48274
54,069,"Ohio County, West Virginia",410,789,2557,5759,29750
54,013,"Calhoun County, West Virginia",22,32,174,436,5432
54,065,"Morgan County, West Virginia",105,102,763,1273,13213
54,081,"Raleigh County, West Virginia",296,352,3114,6177,53886
54,079,"Putnam County, West Virginia",334,569,3237,6266,39946
54,001,"Barbour County, West Virginia",88,45,527,1098,11262
54,047,"McDowell County, West Virginia",4,60,205,467,13663
54,099,"Wayne County, West Virginia",151,173,1248,2789,28880
54,035,"Jackson County, West Virginia",286,114,921,2253,20592
54,055,"Mercer County, West Virginia",315,444,2105,5392,42496
54,097,"Upshur County, West Virginia",196,96,921,1588,16620
54,101,"Webster County, West Virginia",36,87,273,303,6150
54,003,"Berkeley County, West Virginia",427,715,4938,10789,79428
54,019,"Fayette County, West Virginia",192,146,1056,3264,31426
55,051,"Iron County, Wisconsin",29,46,187,657,4592
55,019,"Clark County, Wisconsin",55,131,612,1927,21695
55,109,"St. Croix County, Wisconsin",658,963,4804,14724,59785
55,083,"Oconto County, Wisconsin",61,167,992,3416,27613
55,069,"Lincoln County, Wisconsin",95,214,860,2626,20607
55,135,"Waupaca County, Wisconsin",177,327,1584,5319,37135
55,005,"Barron County, Wisconsin",183,480,1445,4536,32261
55,113,"Sawyer County, Wisconsin",100,213,806,1839,12202
55,047,"Green Lake County, Wisconsin",95,161,541,1882,13286
55,099,"Price County, Wisconsin",20,63,353,1262,10302
55,077,"Marquette County, Wisconsin",43,81,404,1204,11449
55,075,"Marinette County, Wisconsin",104,323,961,3391,30072
55,079,"Milwaukee County, Wisconsin",7908,11903,51081,124136,629802
29,205,"Shelby County, Missouri",25,67,154,500,4131
29,225,"Webster County, Missouri",129,288,1262,2544,25128
29,005,"Atchison County, Missouri",17,51,180,652,3904
29,013,"Bates County, Missouri",45,57,513,1201,11258
29,015,"Benton County, Missouri",91,85,739,1005,14783
29,035,"Carter County, Missouri",16,13,225,400,4228
29,057,"Dade County, Missouri",11,28,128,526,5459
55,101,"Racine County, Wisconsin",1028,1263,9137,22178,133504
55,139,"Winnebago County, Wisconsin",940,1645,6698,23271,114836
55,041,"Forest County, Wisconsin",7,47,260,632,6444
55,045,"Green County, Wisconsin",173,353,1437,4181,26046
55,107,"Rusk County, Wisconsin",64,118,336,1185,10288
55,115,"Shawano County, Wisconsin",144,216,1245,2995,29287
55,067,"Langlade County, Wisconsin",34,205,640,1474,14127
55,087,"Outagamie County, Wisconsin",933,2017,8494,25828,125621
55,123,"Vernon County, Wisconsin",159,226,1191,3025,20578
55,021,"Columbia County, Wisconsin",230,500,2084,6613,40470
55,061,"Kewaunee County, Wisconsin",38,97,580,2109,14533
55,009,"Brown County, Wisconsin",1336,3094,11458,37013,174626
55,035,"Eau Claire County, Wisconsin",939,1279,5309,13656,65506
55,085,"Oneida County, Wisconsin",214,572,1869,4720,27120
55,095,"Polk County, Wisconsin",104,379,1506,4549,31275
55,129,"Washburn County, Wisconsin",82,127,673,1840,11845
55,133,"Waukesha County, Wisconsin",4328,8468,30505,82156,282139
55,127,"Walworth County, Wisconsin",650,903,5620,12428,68084
55,023,"Crawford County, Wisconsin",66,103,476,1514,11707
55,057,"Juneau County, Wisconsin",99,92,598,1886,19455
55,111,"Sauk County, Wisconsin",374,536,2396,7418,44492
55,131,"Washington County, Wisconsin",779,1256,6761,21140,95178
55,017,"Chippewa County, Wisconsin",272,475,2227,6494,45181
55,025,"Dane County, Wisconsin",13523,12175,47985,107440,352710
55,031,"Douglas County, Wisconsin",189,355,1864,5048,30889
55,053,"Jackson County, Wisconsin",33,103,605,1370,14494
55,049,"Iowa County, Wisconsin",161,215,1064,2638,16597
55,089,"Ozaukee County, Wisconsin",1154,2709,7855,18478,61670
55,097,"Portage County, Wisconsin",774,689,3070,10399,45350
55,105,"Rock County, Wisconsin",763,1061,6332,16246,110227
55,119,"Taylor County, Wisconsin",57,59,547,1466,14094
55,001,"Adams County, Wisconsin",77,145,520,1489,16106
55,007,"Bayfield County, Wisconsin",138,238,918,2282,11499
55,081,"Monroe County, Wisconsin",204,330,1413,4409,30923
55,141,"Wood County, Wisconsin",467,1045,2731,7058,52201
55,003,"Ashland County, Wisconsin",76,156,489,1393,10660
55,037,"Florence County, Wisconsin",8,40,149,488,3436
55,055,"Jefferson County, Wisconsin",505,694,3329,10359,58546
56,005,"Campbell County, Wyoming",180,268,1163,4142,30412
56,023,"Lincoln County, Wyoming",76,87,735,2129,12784
56,025,"Natrona County, Wyoming",413,765,3317,7900,54369
56,009,"Converse County, Wyoming",33,70,476,1064,9514
56,027,"Niobrara County, Wyoming",4,0,61,265,1829
56,037,"Sweetwater County, Wyoming",236,356,1563,4136,27962
47,177,"Warren County, Tennessee",228,211,1002,2616,27890
47,179,"Washington County, Tennessee",1866,2075,7393,16508,87624
47,183,"Weakley County, Tennessee",345,174,1287,2828,21492
47,005,"Benton County, Tennessee",77,61,390,920,11802
47,007,"Bledsoe County, Tennessee",20,72,383,851,11032
47,013,"Campbell County, Tennessee",86,338,795,2327,28665
47,015,"Cannon County, Tennessee",123,103,377,999,10139
47,083,"Houston County, Tennessee",25,21,220,482,5754
47,119,"Maury County, Tennessee",386,776,3603,9891,63595
48,373,"Polk County, Texas",100,188,1034,3296,35202
48,391,"Refugio County, Texas",18,19,126,392,4817
48,467,"Van Zandt County, Texas",74,161,1363,4411,38152
48,055,"Caldwell County, Texas",55,69,997,2874,27299
48,487,"Wilbarger County, Texas",26,48,255,1017,8856
48,317,"Martin County, Texas",8,24,248,328,3321
29,115,"Linn County, Missouri",38,97,334,931,8283
29,091,"Howell County, Missouri",224,369,1482,2855,27343
29,101,"Johnson County, Missouri",515,349,3024,5214,31527
29,105,"Laclede County, Missouri",63,213,763,2491,24206
29,125,"Maries County, Missouri",14,53,223,721,6383
29,161,"Phelps County, Missouri",852,465,2345,4428,27761
29,165,"Platte County, Missouri",1096,1626,8705,18094,68447
29,187,"St. Francois County, Missouri",323,382,2146,3888,47198
29,510,"St. Louis city, Missouri",5473,7134,23772,43290,219272
29,003,"Andrew County, Missouri",62,208,711,2055,12199
29,023,"Butler County, Missouri",142,240,1061,2461,29277
29,033,"Carroll County, Missouri",9,28,276,716,6156
29,061,"Daviess County, Missouri",33,32,238,718,5527
29,087,"Holt County, Missouri",27,21,198,399,3281
29,127,"Marion County, Missouri",105,229,1173,2793,19228
29,151,"Osage County, Missouri",18,86,376,1276,9274
29,181,"Ripley County, Missouri",43,13,224,688,9523
29,219,"Warren County, Missouri",86,188,1176,3067,23623
29,221,"Washington County, Missouri",14,73,539,1088,17329
29,043,"Christian County, Missouri",708,764,4299,10626,57271
29,063,"DeKalb County, Missouri",51,59,232,956,9377
29,081,"Harrison County, Missouri",23,47,290,608,5854
29,107,"Lafayette County, Missouri",145,180,1405,2864,22685
29,001,"Adair County, Missouri",783,145,1310,1964,13536
29,199,"Scotland County, Missouri",21,23,88,307,3084
29,211,"Sullivan County, Missouri",18,43,144,306,4362
29,045,"Clark County, Missouri",13,14,217,368,4792
29,097,"Jasper County, Missouri",566,816,4036,13202,78834
29,111,"Lewis County, Missouri",20,33,286,547,6502
29,119,"McDonald County, Missouri",74,158,294,1198,15043
29,157,"Perry County, Missouri",14,120,603,1591,13164
29,167,"Polk County, Missouri",100,212,1030,2704,20350
29,177,"Ray County, Missouri",30,117,525,1647,15861
30,041,"Hill County, Montana",83,85,422,2004,10213
30,015,"Chouteau County, Montana",18,23,186,886,3929
30,053,"Lincoln County, Montana",75,179,606,2085,15025
30,067,"Park County, Montana",127,204,892,2712,12511
30,103,"Treasure County, Montana",0,4,19,109,520
30,005,"Blaine County, Montana",17,47,106,774,4130
30,097,"Sweet Grass County, Montana",11,31,175,474,2725
30,099,"Teton County, Montana",19,72,241,708,4170
30,079,"Prairie County, Montana",6,7,22,170,922
30,035,"Glacier County, Montana",39,86,485,1132,8142
30,025,"Fallon County, Montana",3,45,59,272,1994
30,037,"Golden Valley County, Montana",6,0,33,94,585
30,093,"Silver Bow County, Montana",239,291,1495,4439,23738
30,095,"Stillwater County, Montana",40,60,402,1190,6761
30,043,"Jefferson County, Montana",102,132,636,2152,8639
30,039,"Granite County, Montana",28,49,135,498,2454
30,107,"Wheatland County, Montana",6,7,63,201,1414
30,057,"Madison County, Montana",97,123,402,1430,6577
30,091,"Sheridan County, Montana",25,21,120,437,2526
30,011,"Carter County, Montana",2,2,28,163,965
30,003,"Big Horn County, Montana",51,47,355,921,7601
30,047,"Lake County, Montana",202,374,1525,3997,20622
30,049,"Lewis and Clark County, Montana",635,1011,5555,11937,47709
30,073,"Pondera County, Montana",8,60,152,753,4062
30,111,"Yellowstone County, Montana",1124,2401,7109,24195,108656
30,063,"Missoula County, Montana",2028,2778,8070,21073,78952
48,501,"Yoakum County, Texas",0,18,118,483,4873
48,189,"Hale County, Texas",167,88,906,2417,20884
48,419,"Shelby County, Texas",9,170,434,1628,16235
48,387,"Red River County, Texas",11,9,238,854,8921
48,399,"Runnels County, Texas",18,49,218,996,7062
48,435,"Sutton County, Texas",0,16,140,282,2560
48,451,"Tom Green County, Texas",798,971,4560,12152,75581
48,469,"Victoria County, Texas",586,536,2836,8075,60252
48,481,"Wharton County, Texas",191,103,1350,3217,26990
48,485,"Wichita County, Texas",502,1071,5057,12825,84301
48,033,"Borden County, Texas",0,0,52,113,418
48,315,"Marion County, Texas",23,16,231,845,7579
48,323,"Maverick County, Texas",1,201,713,3254,32840
48,181,"Grayson County, Texas",654,980,4128,12286,88311
48,297,"Live Oak County, Texas",24,51,248,734,8672
48,363,"Palo Pinto County, Texas",75,126,753,2269,19449
48,255,"Karnes County, Texas",21,93,289,1237,10693
48,123,"DeWitt County, Texas",90,79,324,1318,14385
48,059,"Callahan County, Texas",63,67,379,1561,9839
48,067,"Cass County, Texas",77,151,914,2302,21061
48,183,"Gregg County, Texas",492,1082,3900,11534,79821
48,313,"Madison County, Texas",42,53,317,1023,9746
48,303,"Lubbock County, Texas",3452,2917,13916,33961,180052
48,257,"Kaufman County, Texas",614,375,4330,10986,79429
48,259,"Kendall County, Texas",493,808,3219,8070,29910
48,153,"Floyd County, Texas",4,19,117,460,3770
48,017,"Bailey County, Texas",130,0,42,563,4269
48,071,"Chambers County, Texas",148,312,1501,3980,26117
48,027,"Bell County, Texas",1647,3125,13677,34751,211519
48,061,"Cameron County, Texas",1390,2028,9510,29859,246971
48,117,"Deaf Smith County, Texas",14,60,224,1020,10999
48,141,"El Paso County, Texas",3562,5527,29476,80497,510680
48,283,"La Salle County, Texas",0,0,65,327,5233
48,443,"Terrell County, Texas",7,0,49,83,754
48,457,"Tyler County, Texas",58,54,437,1477,15116
48,483,"Wheeler County, Texas",14,6,123,467,3624
48,009,"Archer County, Texas",47,100,325,995,6137
48,043,"Brewster County, Texas",157,90,654,1821,6810
48,215,"Hidalgo County, Texas",2642,3733,20013,63264,479260
48,423,"Smith County, Texas",1602,2544,8718,26482,148915
48,105,"Crockett County, Texas",16,0,74,242,2370
48,207,"Haskell County, Texas",9,2,96,369,4008
48,227,"Howard County, Texas",51,213,753,2100,24691
48,333,"Mills County, Texas",45,7,106,495,3575
48,337,"Montague County, Texas",74,124,530,1579,13632
48,365,"Panola County, Texas",133,124,463,1822,15741
48,403,"Sabine County, Texas",4,57,602,731,7928
48,421,"Sherman County, Texas",0,0,60,252,2076
48,437,"Swisher County, Texas",5,19,209,533,5012
48,231,"Hunt County, Texas",736,351,3269,8000,62076
48,063,"Camp County, Texas",66,59,425,1086,8448
48,195,"Hansford County, Texas",32,7,76,396,3373
48,187,"Guadalupe County, Texas",920,965,8608,18958,104489
48,077,"Clay County, Texas",35,36,420,1124,7558
48,205,"Hartley County, Texas",53,39,148,522,4273
48,383,"Reagan County, Texas",0,12,55,161,2175
48,217,"Hill County, Texas",83,212,1048,2896,24415
48,293,"Limestone County, Texas",65,60,517,1760,16201
48,347,"Nacogdoches County, Texas",668,468,2219,5874,37633
48,369,"Parmer County, Texas",28,67,154,821,5989
48,367,"Parker County, Texas",723,904,6204,15879,89787
30,081,"Ravalli County, Montana",498,366,2397,5516,31553
30,105,"Valley County, Montana",38,51,198,878,5412
30,013,"Cascade County, Montana",319,912,3314,9687,55355
30,027,"Fergus County, Montana",71,126,381,1802,8191
30,033,"Garfield County, Montana",0,12,13,80,733
30,061,"Mineral County, Montana",24,23,103,365,3199
30,069,"Petroleum County, Montana",5,0,17,92,350
30,077,"Powell County, Montana",25,35,337,683,5299
30,089,"Sanders County, Montana",56,94,217,1228,8929
30,109,"Wibaux County, Montana",2,10,19,151,777
30,031,"Gallatin County, Montana",2187,2001,7957,22434,68995
30,059,"Meagher County, Montana",0,27,81,283,1336
30,009,"Carbon County, Montana",79,136,595,1659,8123
30,001,"Beaverhead County, Montana",65,151,552,1500,6404
30,029,"Flathead County, Montana",810,1590,4620,14914,70742
30,065,"Musselshell County, Montana",7,31,134,404,3541
31,083,"Harlan County, Nebraska",0,34,83,410,2352
31,185,"York County, Nebraska",152,121,603,1769,9310
31,019,"Buffalo County, Nebraska",684,543,2382,6853,30206
31,037,"Colfax County, Nebraska",3,47,265,713,6675
31,087,"Hitchcock County, Nebraska",8,11,108,227,2012
31,141,"Platte County, Nebraska",215,166,1198,3159,21770
31,143,"Polk County, Nebraska",9,31,129,625,3638
31,013,"Box Butte County, Nebraska",0,17,325,930,7427
31,017,"Brown County, Nebraska",5,34,95,329,2238
31,161,"Sheridan County, Nebraska",19,74,166,588,3716
31,109,"Lancaster County, Nebraska",5260,4296,19108,48095,194236
31,129,"Nuckolls County, Nebraska",38,19,149,437,3071
31,007,"Banner County, Nebraska",2,8,25,88,528
31,063,"Frontier County, Nebraska",12,18,108,253,1817
31,055,"Douglas County, Nebraska",5839,10398,34441,94308,365113
31,147,"Richardson County, Nebraska",24,71,207,797,5776
31,089,"Holt County, Nebraska",41,96,300,1132,7017
31,065,"Furnas County, Nebraska",9,15,96,464,3360
31,151,"Saline County, Nebraska",40,53,468,1015,8870
31,173,"Thurston County, Nebraska",28,34,145,426,3867
31,177,"Washington County, Nebraska",181,157,882,2909,13808
31,031,"Cherry County, Nebraska",71,14,158,683,4048
31,053,"Dodge County, Nebraska",148,172,1450,2886,24565
31,069,"Garden County, Nebraska",0,7,77,240,1441
31,123,"Morrill County, Nebraska",0,26,153,478,3364
31,127,"Nemaha County, Nebraska",51,32,293,900,4589
31,171,"Thomas County, Nebraska",0,13,10,94,473
31,043,"Dakota County, Nebraska",25,70,423,1101,12457
31,003,"Antelope County, Nebraska",14,22,199,573,4397
31,029,"Chase County, Nebraska",7,11,124,420,2675
31,035,"Clay County, Nebraska",37,50,169,584,4215
31,041,"Custer County, Nebraska",68,101,382,1253,7524
31,061,"Franklin County, Nebraska",6,30,69,283,2243
31,081,"Hamilton County, Nebraska",22,76,392,1088,6319
31,095,"Jefferson County, Nebraska",24,29,134,732,5150
31,101,"Keith County, Nebraska",67,97,207,853,5975
31,115,"Loup County, Nebraska",0,6,19,92,462
31,135,"Perkins County, Nebraska",8,37,66,452,2005
31,155,"Saunders County, Nebraska",100,79,856,2644,14461
31,157,"Scotts Bluff County, Nebraska",191,258,1260,3820,24155
31,103,"Keya Paha County, Nebraska",6,8,35,78,507
31,105,"Kimball County, Nebraska",4,10,119,298,2669
31,111,"Lincoln County, Nebraska",238,260,1684,3484,24374
48,377,"Presidio County, Texas",0,13,280,641,4411
48,465,"Val Verde County, Texas",113,240,1272,3800,29502
48,109,"Culberson County, Texas",9,5,12,120,1425
48,135,"Ector County, Texas",433,834,3058,10362,95420
48,169,"Garza County, Texas",8,4,161,453,4509
48,173,"Glasscock County, Texas",4,10,61,166,887
48,185,"Grimes County, Texas",98,114,926,1881,19186
48,085,"Collin County, Texas",10552,16978,94616,212007,638328
48,005,"Angelina County, Texas",242,486,2553,6413,57275
48,101,"Cottle County, Texas",2,4,53,120,1067
48,209,"Hays County, Texas",2247,1680,12461,31235,127858
48,039,"Brazoria County, Texas",3656,4573,16253,46212,235400
48,129,"Donley County, Texas",3,10,107,272,2194
48,013,"Atascosa County, Texas",98,122,1120,3193,31431
48,353,"Nolan County, Texas",12,58,315,1058,9499
48,229,"Hudspeth County, Texas",0,0,20,294,2936
48,475,"Ward County, Texas",24,18,201,675,7369
48,203,"Harrison County, Texas",269,440,1681,5984,43881
48,327,"Menard County, Texas",38,18,56,206,1763
48,149,"Fayette County, Texas",102,112,731,2652,18267
48,491,"Williamson County, Texas",4422,6190,39848,99134,362078
48,233,"Hutchinson County, Texas",38,103,287,1531,13977
48,343,"Morris County, Texas",0,3,376,854,8600
48,361,"Orange County, Texas",117,209,1386,6996,56139
48,495,"Winkler County, Texas",9,24,81,266,4612
48,201,"Harris County, Texas",39955,62187,235685,594342,2963957
48,053,"Burnet County, Texas",316,384,1863,5724,32637
48,171,"Gillespie County, Texas",114,368,1282,4465,19327
48,113,"Dallas County, Texas",16289,37466,138813,332957,1669564
48,311,"McMullen County, Texas",0,11,55,77,496
48,503,"Young County, Texas",42,111,573,1676,12473
48,251,"Johnson County, Texas",692,817,4463,14459,109104
48,223,"Hopkins County, Texas",134,155,1127,3501,24497
48,357,"Ochiltree County, Texas",20,28,166,735,6071
48,275,"Knox County, Texas",19,6,156,301,2398
48,309,"McLennan County, Texas",2105,1847,9371,23598,152262
48,095,"Concho County, Texas",7,0,80,255,2626
48,137,"Edwards County, Texas",0,0,45,221,1465
48,133,"Eastland County, Texas",149,160,460,1228,12485
48,243,"Jeff Davis County, Texas",3,2,329,184,1698
48,247,"Jim Hogg County, Texas",0,2,84,322,3037
48,339,"Montgomery County, Texas",4792,6725,31463,85948,373374
48,127,"Dimmit County, Texas",27,73,198,579,6468
48,479,"Webb County, Texas",601,1130,6233,20686,151324
48,011,"Armstrong County, Texas",2,3,88,226,1400
48,069,"Castro County, Texas",82,4,143,498,4661
48,273,"Kleberg County, Texas",147,159,900,3022,17183
48,097,"Cooke County, Texas",114,303,1422,3800,27025
48,107,"Crosby County, Texas",5,22,95,371,3747
48,151,"Fisher County, Texas",9,12,114,364,2677
48,131,"Duval County, Texas",0,17,226,396,7094
48,031,"Blanco County, Texas",104,182,496,1508,8650
48,241,"Jasper County, Texas",19,164,942,1981,24038
48,245,"Jefferson County, Texas",1308,1742,7549,22617,169034
48,271,"Kinney County, Texas",0,32,132,195,2957
48,359,"Oldham County, Texas",14,3,71,190,1263
48,279,"Lamb County, Texas",17,26,266,887,8329
48,295,"Lipscomb County, Texas",20,33,75,312,2235
48,307,"McCulloch County, Texas",19,2,274,682,5651
48,319,"Mason County, Texas",22,23,173,573,2863
48,125,"Dickens County, Texas",23,25,64,191,1639
31,139,"Pierce County, Nebraska",21,37,234,830,4842
31,165,"Sioux County, Nebraska",0,3,46,207,837
31,021,"Burt County, Nebraska",11,41,183,753,4632
31,025,"Cass County, Nebraska",179,169,1255,3313,17754
31,039,"Cuming County, Nebraska",27,71,288,1057,6066
31,051,"Dixon County, Nebraska",23,41,180,575,3867
31,057,"Dundy County, Nebraska",0,8,80,215,1303
31,075,"Grant County, Nebraska",0,2,19,104,466
31,077,"Greeley County, Nebraska",12,17,57,185,1660
31,079,"Hall County, Nebraska",212,463,1797,5980,39295
31,085,"Hayes County, Nebraska",0,5,8,107,655
31,131,"Otoe County, Nebraska",52,82,595,1813,10847
31,145,"Red Willow County, Nebraska",90,173,275,867,7360
31,027,"Cedar County, Nebraska",25,46,283,850,5727
31,045,"Dawes County, Nebraska",326,127,478,989,5205
31,097,"Johnson County, Nebraska",23,11,156,469,3774
31,033,"Cheyenne County, Nebraska",25,95,284,1290,6668
31,047,"Dawson County, Nebraska",52,98,442,1822,15275
31,071,"Garfield County, Nebraska",4,20,52,298,1469
31,117,"McPherson County, Nebraska",2,0,12,57,323
31,125,"Nance County, Nebraska",14,37,182,229,2526
31,167,"Stanton County, Nebraska",3,13,146,563,4063
31,175,"Valley County, Nebraska",21,31,125,548,2993
32,001,"Churchill County, Nevada",60,246,673,2182,16818
32,005,"Douglas County, Nevada",225,876,2958,6859,37096
32,027,"Pershing County, Nevada",6,42,215,316,5195
32,011,"Eureka County, Nevada",10,0,13,95,1346
32,013,"Humboldt County, Nevada",40,139,501,1184,11114
32,033,"White Pine County, Nevada",69,0,170,690,7062
32,007,"Elko County, Nevada",88,353,1662,3448,33383
32,023,"Nye County, Nevada",101,185,902,2480,34141
32,029,"Storey County, Nevada",79,56,155,658,3018
32,003,"Clark County, Nevada",12637,24274,86429,240892,1489158
32,019,"Lyon County, Nevada",175,297,1142,4031,39089
33,005,"Cheshire County, New Hampshire",706,923,5152,10839,53191
33,009,"Grafton County, New Hampshire",2240,2495,8004,12969,63283
33,015,"Rockingham County, New Hampshire",3068,4730,27301,57232,222793
33,019,"Sullivan County, New Hampshire",318,444,2493,5739,32001
33,011,"Hillsborough County, New Hampshire",3826,4745,31606,70773,291168
33,007,"Coos County, New Hampshire",157,231,1129,2917,24304
33,003,"Carroll County, New Hampshire",370,681,3741,8019,37388
34,021,"Mercer County, New Jersey",9446,7059,34415,54547,247534
34,011,"Cumberland County, New Jersey",323,786,3837,11107,103121
34,035,"Somerset County, New Jersey",7908,8547,41024,67975,229498
34,029,"Ocean County, New Jersey",2658,5818,32602,81654,409736
34,001,"Atlantic County, New Jersey",1684,3497,12463,34305,184676
34,023,"Middlesex County, New Jersey",10727,12547,77649,146456,567913
34,033,"Salem County, New Jersey",258,462,2348,6199,44076
34,009,"Cape May County, New Jersey",535,1594,6079,14702,69808
34,007,"Camden County, New Jersey",4334,8870,29252,70629,348467
34,039,"Union County, New Jersey",5724,9892,38464,81357,376604
34,017,"Hudson County, New Jersey",7708,12019,57494,124893,478066
34,019,"Hunterdon County, New Jersey",2259,2817,13816,27899,88791
34,027,"Morris County, New Jersey",7097,13529,57415,108900,345786
35,023,"Hidalgo County, New Mexico",3,11,134,286,2971
35,031,"McKinley County, New Mexico",292,303,1821,2638,44208
35,043,"Sandoval County, New Mexico",1520,1474,8770,18075,97930
35,017,"Grant County, New Mexico",305,252,1779,3412,19945
35,009,"Curry County, New Mexico",111,257,1578,3915,30534
48,287,"Lee County, Texas",29,47,422,1198,11592
48,439,"Tarrant County, Texas",14114,19371,106042,284540,1314012
48,001,"Anderson County, Texas",226,178,1190,2870,42073
48,139,"Ellis County, Texas",594,1017,6788,18794,111737
48,239,"Jackson County, Texas",47,53,328,1204,9862
48,265,"Kerr County, Texas",575,461,2663,6590,37607
48,331,"Milam County, Texas",83,154,483,1630,16681
48,093,"Comanche County, Texas",99,46,476,1324,9571
48,145,"Falls County, Texas",25,49,244,1201,12209
48,047,"Brooks County, Texas",0,0,194,441,4047
48,015,"Austin County, Texas",140,206,1085,3408,20235
48,261,"Kenedy County, Texas",0,0,3,1,382
48,089,"Colorado County, Texas",141,245,448,2174,14338
48,409,"San Patricio County, Texas",122,330,1436,4793,42864
48,381,"Randall County, Texas",1078,1341,6319,19921,88390
48,411,"San Saba County, Texas",31,18,81,464,4207
48,413,"Schleicher County, Texas",0,10,45,271,1968
48,507,"Zavala County, Texas",0,16,214,540,7093
48,057,"Calhoun County, Texas",85,50,598,1310,14380
48,155,"Foard County, Texas",0,0,41,111,937
48,175,"Goliad County, Texas",15,15,221,667,5315
48,193,"Hamilton County, Texas",37,57,330,905,5923
48,335,"Mitchell County, Texas",18,4,136,473,5574
48,449,"Titus County, Texas",84,129,739,2301,19904
48,285,"Lavaca County, Texas",30,48,438,1779,13782
48,445,"Terry County, Texas",16,58,163,673,7990
48,497,"Wise County, Texas",235,152,1574,6042,44452
48,321,"Matagorda County, Texas",89,148,902,3064,24102
48,371,"Pecos County, Texas",2,67,337,631,10544
48,397,"Rockwall County, Texas",1072,1408,6984,16204,63085
48,441,"Taylor County, Texas",880,1176,5367,13661,83518
48,447,"Throckmorton County, Texas",0,5,53,179,1090
48,471,"Walker County, Texas",599,331,2071,6700,46597
48,499,"Wood County, Texas",93,261,1224,3788,32254
48,007,"Aransas County, Texas",176,313,999,2423,17878
48,079,"Cochran County, Texas",0,15,28,108,1881
48,081,"Coke County, Texas",30,24,133,259,2502
48,099,"Coryell County, Texas",149,190,2013,5329,47776
48,211,"Hemphill County, Texas",2,12,105,396,2428
48,341,"Moore County, Texas",27,51,557,1144,12470
